Object|Type|Class|Appears_in
anno ab incarnatione domini nostri Jhesu Christi dccxxxviiii . Indictione vii . die . iiii . Iduum Aprilium|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0255.html
anno ab incarnatione Christi . dccoxlovo .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0256.html
anno ab incarnacione domini . dccxliiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0257.html
Anno ab incarnatione domini . dcc.xlviiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0258.html
anno ab incarnatione domini . dcc.xlix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0259.html
anno ab incarnatione Christi . dcc . l . viii . indictione . xi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0260.html
anno dominice incarnacionis DCCLXII Indictione XV.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0261.html
anno dominicæ incarnationis dcclxvi . indictione . xii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0262.html
anno incarnationis domini nostri Iesu Christi . dcco . lxxo iiiio .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0263.html
anno ab incar'n'[a]tione Christi . dcclxxuiii . indictione i|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0264.html
Anno ab incarnatione domini . dccc . viii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0265.html
dominice incarnationis . dccl'xx'xi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0266.html
"anno dominicæ
incarnationis .dccci."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0270a.html
"incarnatione domini nostri Jhesu Christi
.dcclxxiii."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0270.html
anno dominice incarnationis .dcccxxiii. indictione .vi.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0271.html
"Anno dominicæ incarnationis
.dcccxxvi. Indictione .iiii. anno Ecgberhti regis .xxiiii."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0272.html
"Anno dominicæ incarnationis .dcccxxv.
Indictione .iii. .xiiii.
kl' Septembris . sub testimonio episcoporum
ac procerum suorum quorum
nomina in superfitie huius cartulæ
ascripta inferius leguntur .
Deinde istius agelluli privilegii
singrapha caraxatum est in Homtune
.vii. kl' Januarius . quando
natalem sancti Stephani prothomartyris
celebramus die secunda
dominicæ incarnationis ."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0272.html
"Anno dominicæ incarnationis . dccc xxv .
indictione . iii . xiiii . kl' Sept' . sub testimonio episcoporum ac
procerum suorum quorum nomina in fronte huius cartulæ ascripta
leguntur . Deinde istius agelluli privilegii singrapha caraxatum est
in Omtune . vii . kl' Januar' ."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0273.html
"Anno dominicæ
incarnationis . dcccxxvi . Indictione . iiii . Anno decimo regni sui
."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0274.html
"Anno dominicæ .
incarnationis . d.ccc.xxvi . indictione . iiii . Anno Egbert . regis
. xxiiii . ducatus sui anno . xiii ."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0275.html
"Anno
dominicæ incarnationis . dcccxxvi . Indictione . iiii . Anno
Ecgberti regis . xxiiii . Ducatus sui . Anno . xiiii ."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0276.html
"anno dominice
incarnacionis .dcccxxxiii., indiccione .xii., die qua sancti Stephani
prothomartiris"|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0277.html
Anno dominice incarnationis .dcccxxxv., indictione .xiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0278.html
"anno dominice incarnationis
.dcccxxxvi., indictione .xiiii."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0279.html
"anno
dominice incarnationis . dcccxxx . uiii . indictione .i."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0280.html
"Anno ab incarnatione domini .dcccxxxix. primo videlicet anno regni
Æðelwulfi regis"|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0281.html
dominice incarnationis .dcccxxxviii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0281.html
"Anno dominicæ incarnationis . dcccc . xxiiii .
indictione . ii . Anno Ecgberti regis . xxiii ."|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0283.html
anno ab incarnacione domini .dcccxxvii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0285.html
anno dominice incarnationis . dccc . xxxviii . indictione . i . iii . feria . die . vero . xiii . kl' Decembr' .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0286.html
anno dominicæ incarnationis dcccxxxviiii indictionis|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0287.html
anno ab incarnatione Christi . d . ccc . xl . in [in]diccione tertia|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0288.html
anni domini . dcccxli . indictione . iiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0289.html
anno ab incarnatione Christi . dccc . xli . indictione . iiii . die qua Sancti Stephani protomartiris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0290.html
anno dominice incarnacionis .dccc.xlii. indiccione .v.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0291.html
anno ab incarnacione Christi . dcccxlii . indictione quarta|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0292.html
anno dominicæ incarnacionis .dcccxliiii. indictione .vii. die quoque Nonas Novembris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0294b.html
anno dominicæ incarnationis 855 . indictione tertia , nonas Novembris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0294a.html
anno dominice incarnationis . dcccxliiii . indictione . iiii . die quoque nonas Nouembris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0294.html
anno dominice incarnationis .dcccxiiii. indictione .iiii. die .v. nonas Novembris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0294a.html
anno dominice incarnationis .dcccxliiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0295.html
anno dominicæ incarnationis .dcccxlv. indictione .viii. die .ii. feria .xvi. kl' Decemb'|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0296.html
anno dominice incarnationis .dcccxlv., indictione .viii., die .xvi. kalendarum Decembris|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0297.html
anno ab incarnacione domini .dcccl. indiccione .xii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0299.html
anno dominice incarnacionis .dcccl., indictione uero .xiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0300.html
Anno domini hii sunt . d . ccc . l .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0301.html
anno ab incarnatione Domini nostri Iesu Christi .dcccliiii., indictione .ii., die paschali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0302.html
Anno dominicæ incarnationis . dccc . liiii . indictione . ii . die vero paschali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0304.html
anno dominici incarnacionis .dcccliiii. Indictione .i. die vero paschali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0305.html
anno ab incarnacione domini .dcccliiii. Indiccione .iii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0306.html
Anno ab incarnatione domini nostri Jhesu Christi . dcccliiii . Indictione . ii . Die vero paschali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0307.html
Anno dominicæ incarnationis . dccc . et . liiii . Indictione . i . pascali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0309.html
Anno dominicæ incarnationis . dccc et liiii . Indictione . i . pascali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0310.html
Anno dominicæ incarnationis . dccc et liiii . Indictione . i . pascali|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0311.html
Anno ab incarnatione domini nostri Jesu Christi dcccliiii . Indictione secunda|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0312.html
anno dominice incarnationis .dccclv. indictione .iii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0315.html
anno dominicæ incarnationis . dccc . lv . indictione . i .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0316.html
Anno dominicæ incarnationis . dccc . lvi . Indictione . iiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0317.html
Dominicæ Incarnationis anno octingentesimo quinquagesimo septimo , die undecimo Nonas Novembris indictione septima . Anno vero regni mei decimo nono|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0318.html
anno dominicæ incarnationis ; dccclxxiiii ; indictione ; vii|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0319.html
anno .dccclxxx. dominice incarnacionis .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0320.html
anno dominice incarnationis domini nostri Iesu Christi . dccclxxx . indictione . xiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0321.html
anno dominice incarnacionis .dccclx., indiccione .iiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0326.html
anno dominice incarnationis , dccclx .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0327.html
anno dominice incarnationis . dccclviii . indictione vi|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0328.html
anno incarnacionis dominice .dccclx., indiccione .iiii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0329.html
anno dominice incarnationis .dccclxi., indictione .ix.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0330.html
anno dominice incarnationis , dccclxii|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0331.html
anno dominice incarnations dccclxiii . indictione xi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0332.html
eahta hund wintra 7 feower 7 sixtig . 7 in þam tacencircole þæt twelfte gear . ðe dæg wæs septimo kalendis Ianuariis .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0333.html
anno ab incarnacione Domini nostri Iesu Christi .dccclix., indiccione .iii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0334.html
anno dominice incarnationis .dccclxii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0335.html
anno ab incarnatione domini . dccc . lxiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0336.html
anno ab incarnatione Domini nostri Iesu Christi .dccclxvii. indictione .xv.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0337.html
Actum est autem anno ab incarnatione domini . dccclxvii . indictione . xv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0338.html
anno ab incarnatione Christi .dccccxlviii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0338a.html
Actum est autem anno ab incarnatione domini nostri Iesu Christi . dccclxviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0339.html
Anno dominicæ incarnationis . dccclx . viii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0340.html
anno dominice incarnacionis . d . c . c . clxix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0341.html
anno ab incarnatione Christi dccclii . indictione . 4|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0343.html
anno ab incarnatione Domini octingesimo septuagesimo secundo et anno regni mei septimo.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0343a.html
anno dominice ab incarnationis . dccc . l . xx . iii . indictiones vero . v . ii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0344.html
Anno dominicæ incarnationis . dccclxxxii . Indictione vero . xv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0345.html
Anno igitur postquam almifica cælestini luminis gemma per agrum virginalis pudicitiæ humano generi desiderabilis mistici spiraminis specimine enituit octingentesimo . octuagesimo nono . indictione . vii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0346.html
anno dominicae incarnationis . dccc.x.ci. indictione .vii. die . vero .iii. nonas Augusti .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0347.html
anno dominice incarnationis dcccxcii. Indictione .x.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0348.html
Anno incarnacionis dominice .dcccxcv.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0349.html
anno ab incarnatione Christi . dcccxcviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0350.html
Anno ab incarnatione domini nostri Jhesu . d . cccc xxxviiii . Indictione . xii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0351.html
Anno ab incarnatione domini nostri Jhesu Christi . dcccclxxviiii . Indictione . xiiii . kal' . November|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s0352.html
Anno ab incarnatione domini . dc.mo lxxx.mo, indictione viii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1166.html
mense Julio, tricesima die mensis ejusdem , indictione . xiii.a , anno ab incarnatione domini . 'dc' . octogesimo quinto .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1169.html
mense Augusto , indictione prima , anno ab incarnatione Christi, dcmo. lxxx.o viiivo.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1170.html
anno dominicæ incarnationis dcco . vio .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1174.html
anno dominicæ incarnationis . dcco . vio|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1175.html
septingentesimo viii anno + Incarnacionis Christi sexta indicione.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1176.html
anno incarnacionis Domini nostri Iesu Christi .dccximo.,|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1178.html
Acta est hæc præfata donatio et confirmatio anno dominicæ incarnationis . dcc . xxvii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1181.html
Anno ab incarnatione Domini .dccl.xxx.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1184.html
Actum dominicæ incarnationis anno 795 . anno quo cæpit Offa Rex regnare 31 .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1186.html
Anno . ab incarnatione Christi . dccco . iiiio . Indictione . xiia .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1187.html
Anno dcccvi|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1188.html
anno dominicæ Incarnationis . dcccxlva , I[ndictione , viii , die do]minico , vi , Id' Novemb'|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1194.html
an'no' dominice incarnationis . dccclviiii . indictione septem|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1196.html
anno dominice incarnationis .dccclxviii., indictione .i.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1201.html
anno dominice incarnationis dccclxxvo . indictione . vero . viii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1203.html
anno ab incarnatione domini nostri Jhesu Christi . dccclxxxviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1204.html
vii. kalendas Septembris anno incarnationis Christi .dcmo.lxxo.vto.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1245.html
Junii mensis . indictione . vi . Anno ab incarnatione domini sexcentesimo nonagesimo . iiio|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1248.html
mense Julio, pridie nonas, indictione quinta, anno incarnationis ejusdem . dclxxx.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1249.html
anno dominicæ Incarnationis Septingentesimo . iiii . decimo.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1250.html
anno . dcc . xii . indictione prima .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1253.html
anno ab incarnatione Christi. dcc . lxx . iiii . indictione xii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1255.html
<anno> ab incarnacione Domini nostri Iesu Christi .dcclviiii., indiccione .xii.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1256.html
Anno ab incarnatione Christi . dcclxxxi . Indictione . iiiita .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1257.html
Anno dominice Incarnationis . dccc .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1259.html
dcccv . anno incarnationis Christi xiii . indictione .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1259.html
anno dominicæ incarnationis . dccco . iiio . Indictione . xi . die . ii . Non' . Octob'.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1260.html
anno dominice incarnationis , dccc , xliii , indictione , vi , in illa famosa loco quae nominatur Meran worð die , v , k'l . Junias . ii . feria|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1264.html
[A]nno dominice Incarnationis . dcccxxiiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1264.html
anno dominicæ incarnationis . dccc . xi . indictione enim . iiiia . imperii autem Coenuulfi regis . xv . anno praesulatus autem Wulfredi archiepiscopi anno . vi . die autem undecimo k'l mai' .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1264.html
Anno ab incarnatione ejusdem Dei et redemptoris mundi . d . ccc . xiii . Indictione . iii . præsidente Christi gratia archipontifice Wlfredo metropolitano sedem ecclesiæ Christi quæ sita est in Dorovernia civitate anno . iiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1265.html
anno dominicæ inkarnationis . dcccxx . iiii . indictione . ii . die . x . kl' Augusti .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1266.html
anno dominice incarnationis .dcccxliiii., indiccione uero .vi., regni autem regis Bertulfi .iiii. anno|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1271.html
anno dominicæ Incarnationis . dccco . xlo . viiiio . Indictione . vero . xiio .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1272.html
anno Incarnationis Christi dccco 7 lvo . Indictione iiia .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1273.html
anno dominice incarnationis . dccclviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1274.html
Anni domini nostri Jhesu Christi dccclxxxviiii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1276.html
anno ab inca'r'natione domini . dccc . lxxvii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1277.html
anno incarnationis . dccc lxxii . indictione . v .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1278.html
anno incarnationis humanae . dccc . lxxii . indictione . v .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1278.html
anno autem ejusdem Incarnationis humane . dccc . nonagessima nona . indictione vero . ii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1279.html
Anno ab incarnacione Christi . d . c . c . xl . iiii . cum consensu Athelbaldi regis atque imperio reverentissimique pontificis consciencia Herewaldi indictione . xii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1410.html
[A]nno dominice incarnationis . dccc . xxx .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1414.html
Anno ejusdem sacre incarnationis . dccc . lxxxviiiio . Indictione . viia . ego Werfryð episcopus anno præsulatus mei . xvi .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1415.html
Anno ab incarnatione redemptoris nostri Jhesu Christi dcccxcii Indictione xi|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1416.html
Anno vero dominicæ incarnationis . d.c . lxxx . indictio . ix .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1428a.html
Anno dominicæ incarnationis . dcc . xcviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1430a.html
Anno dominici incarnationis . dcco . lxxxo . viiiio . indictione vero . xiia . qui est annus . xxxi . regni Offan strenuissimi Merciorum regis|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1430.html
Anno ab incarnatione domini . dccciii . indictione . xi . die quarta idus octobris .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1431b.html
Anno dominicæ incarnationis . dccco . iiio . indictione xia . vo . qui est annus . vii . regni Cenwulfi pii regis Merciorum .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1431.html
Anno dominice incarnationis . dccciii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1431a.html
anno vero dominicæ incarnationis . dcccoiiio . indictione . xia . Dei . iiiia . idus octobris .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1431a.html
Anno vero ab incarnatione domini nostri Jhesu Christi . dccco . xxiiiio . Indictione autem . ii . regnante Beornuulfo rege Merciorum|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1433.html
Anno vero . dominicae incarnationis . dcccoxxiiiio . indictione . ii . Congregatum est synodus in loco celebri ubi nominatur aet Clofeshoum . praesidenti autem Beornuulfo regi Merciorum . anno . ii . regni ejus . atque Uulfredo archiepiscopo anno . xviiiio .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1434.html
Anno ab incarnacione Christi .dcccxxv., indictione .iii., anno .ii. regni Beornulfi regis Merciorum|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1435.html
Anno vero dominicae incarnationis . dcccxxva . indictione . iiia . de diversis Saxoniae partibus congregatum est synodale concilium in loco præclaro quæ nominatur aet Clofeshoum . praesidente autem huic venerabili concilio Uulfredo archiepiscopo . anno . xxo . episcopatus sui . Seu etiam Beornuulfo regi Merciorum . anno . iiia . regni ejus .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1436.html
[A]nno dominice Incarnationis . dcccxxxviii .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1438.html
Anno ab incarnatione Christi .dcccxxxviiii. indictione .ii. primo videlicet anno regni Eðeluulfi regis|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1438.html
anno dominicæ incarnationis . dcccxliiii . indictione .[ ].|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1439.html
Anno uero dominice incarnationis .doccco liio. Indictione .xv. hoc factum est.|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1440.html
Rixiendum ussum Dryhtene þem Helendan Criste, Efter ðon þe agan was ehta hund wintra 7 syx 7 hundnigontig Efter his acennednesse, 7 þy feowerteoþan gebonngere|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1441.html
Anno dominicæ incarnationis . dccc . xcvii . indictione vero . xv .|Anno Domini|Dating clause|https://aschart.kcl.ac.uk/charters/s1442.html
mense Aprilio . sub die iiii . kalendas Maias . indictione vii|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0001.html
Actum sane quadragesimo quinto anno regni nostri sub die .v. idus Ianuarii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0004.html
anno regni nostri primo, indictione tercia, sub die kalendarum Aprilis|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0007.html
Actum in mense Iunio, indictione .xiiii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0009.html
anno ab incarnatione Christi .dcxci., indictione .iiii., .viii. die mensis Ianuarii, prima feria|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0010.html
anno secundo regni nostri, indictione secunda, sub die kalendarum Martis|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0010.html
Actum in mense Iulio, indictione secunda.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0012.html
Anno secundo regni mei, indictione autem tertia, sub die .vi. kalendarum Februarii|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0013.html
Actum .xvi. kalendas Augusti, indictione .vii., anno regni nostri tertio|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0015.html
Actum in mense Martio, indictione nona.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0016.html
Actum est hoc in loco qui dicitur Berkamystede, indiccione nona, anno regni nostri .v., in mense Februarii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0017.html
anno regni mei .vi., secunda feria Aprilis|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0018.html
Actum in mense Julio indictione xma .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0019.html
Actum die .vi. idus Aprilis, anno regni mei .viii., indictione .xii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0020.html
Actum in mense Julio Indictione xiiima.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0021.html
mense Julio|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0021.html
[Actum est] die vicesima Februarii mensis . anno regni nostri septimo . Indic[tione q]uinta decima|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0023.html
Actum pridie idus Octobris, anno ab incarnatione Domini .dccxxvii., indictione .x.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0026.html
Actum mense Aprili . indictione . vi . anno ab incarnatione Christi . dccxxxviii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0027.html
anno primo regni nostri, die .viii. kalendarum Augusti, in ciuitate Dorouerni|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0028.html
k'as agustus die sabbati quo transfiguratus est Christus .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0040.html
Scripta est hec cartula anno ab incarnatione Domini .dcclxii., indictione .iii., mensis Augusti die .iii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0048.html
anno recapitulationis Dionysii , id est , ab incarnatione domini nostri Jhesu Christi sexcentesimo septuagesimo sexto , indictione quarta , mense Novembris . viiio idus Novembris .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0051.html
in mense februarii indictione xiia . anno vero ab incarnatione Christi . dccoloviii[i] .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0056.html
hæc kartala scripta Anno ab incarnatione domini nostri dcc . iiii . indictione . ii . tertia decima die mensis Junii quod est idus Junii .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0065.html
Actum est die .iiii. kalendarum Nouembris, anno .i. regni mei, indictione .xv.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0086.html
Actum est die .iiii. kalendarum Nouembris, anno .xxii. regni nostri|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0087.html
actum mense septembrio die indictionis, ii, anno regni nostri xvii|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0088.html
Actum mense Maio in ciuitate Lundonia, indiccione .xiiii., anno ab incarnacione Christi .dccxlviii.|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0091.html
Hanc cartam composui in iiii . feria . viii . Kal . decembribus passio sancti Chrisogoni . martyris .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0095.html
Peracta est autem hæc donatio in mense Februario . indictione xii . anno vero ab incarnatione Christi dcclviii .|Days and months|Dating clause|https://aschart.kcl.ac.uk/charters/s0104.html
